name	N	mu	mu_model	err_mu	zcmb	zhel	dz	mb	dmb	x1	dx1	color	dcolor	3rdvar	d3rdvar	cov_m_s	cov_m_c	cov_s_c	set	ra	dec	biascor
6196	6196	40.6196	40.7783	0.1399	0.2798	0.281007	0.0	21.2773	0.1398	0	0	0	0	0	0	0	0	0	0	0	0	
520188	520188	40.7170	40.7877	0.1126	0.2804	0.280015	0.0	21.3787	0.11055	0	0	0	0	0	0	0	0	0	0	0	0	
6D3dt	231	40.9401	40.8054	0.1012	0.2824	0.282002	0.0	21.5746	0.1073	0	0	0	0	0	0	0	0	0	0	0	0	
15584	15584	40.7864	40.8108	0.1367	0.28332	0.284019	0.0	21.4441	0.13595	0	0	0	0	0	0	0	0	0	0	0	0	
3D4ag	8	40.7462	40.8150	0.1079	0.28391	0.284998	0.0	21.40915	0.1028	0	0	0	0	0	0	0	0	0	0	0	0	
310238	310238	40.6576	40.8182	0.1164	0.2842	0.285020	0.0	21.3163	0.1146	0	0	0	0	0	0	0	0	0	0	0	0	
16072	16072	40.8131	40.8185	0.1533	0.28434	0.285523	0.0	21.474	0.15145	0	0	0	0	0	0	0	0	0	0	0	0	
14261	14261	40.6380	40.8187	0.1374	0.28436	0.285517	0.0	21.2982	0.13635	0	0	0	0	0	0	0	0	0	0	0	0	
500065	500065	40.5799	40.8307	0.1324	0.2854	0.285023	0.0	21.2265	0.12315	0	0	0	0	0	0	0	0	0	0	0	0	
19128	19128	40.9420	40.8280	0.1591	0.28543	0.286649	0.0	21.60225	0.15435	0	0	0	0	0	0	0	0	0	0	0	0	
350080	350080	40.7808	40.8341	0.1400	0.2856	0.285002	0.0	21.43725	0.1358	0	0	0	0	0	0	0	0	0	0	0	0	
440050	440050	40.8061	40.8313	0.1434	0.2858	0.286995	0.0	21.46645	0.1395	0	0	0	0	0	0	0	0	0	0	0	0	
20040	20040	40.7804	40.8379	0.1630	0.28655	0.287713	0.0	21.42305	0.15585	0	0	0	0	0	0	0	0	0	0	0	0	
2165	2165	41.0458	40.8387	0.1570	0.28662	0.287693	0.0	21.6827	0.1504	0	0	0	0	0	0	0	0	0	0	0	0	
13757	13757	40.8366	40.8453	0.1489	0.28742	0.288644	0.0	21.45405	0.14295	0	0	0	0	0	0	0	0	0	0	0	0	
17809	17809	40.5898	40.8457	0.1488	0.28746	0.288624	0.0	21.2668	0.1491	0	0	0	0	0	0	0	0	0	0	0	0	
91869	33	40.8208	40.8573	0.1245	0.2888	0.290020	0.0	21.4826	0.1256	0	0	0	0	0	0	0	0	0	0	0	0	
2789	2789	40.8881	40.8581	0.1687	0.2889	0.290127	0.0	21.5295	0.1639	0	0	0	0	0	0	0	0	0	0	0	0	
350180	350180	41.0526	40.8672	0.1714	0.2896	0.289979	0.0	21.715	0.1649	0	0	0	0	0	0	0	0	0	0	0	0	
570056	570056	40.7962	40.8724	0.1307	0.2902	0.290995	0.0	21.4412	0.13835	0	0	0	0	0	0	0	0	0	0	0	0	
21006	21006	40.7361	40.8709	0.1620	0.29021	0.290826	0.0	21.3714	0.15315	0	0	0	0	0	0	0	0	0	0	0	0	
510113	510113	40.6410	40.8784	0.1650	0.2907	0.290000	0.0	21.30595	0.15955	0	0	0	0	0	0	0	0	0	0	0	0	
19027	19027	40.5703	40.8775	0.1460	0.29114	0.292300	0.0	21.236	0.14645	0	0	0	0	0	0	0	0	0	0	0	0	
19596	19596	40.8615	40.8811	0.1526	0.29135	0.291854	0.0	21.51945	0.1501	0	0	0	0	0	0	0	0	0	0	0	0	
3D3ba	126	40.8402	40.8854	0.1167	0.2916	0.291199	0.0	21.47215	0.12535	0	0	0	0	0	0	0	0	0	0	0	0	
390264	390264	40.5562	40.8889	0.1149	0.2921	0.292039	0.0	21.17535	0.1226	0	0	0	0	0	0	0	0	0	0	0	0	
130755	130755	40.8906	40.8956	0.1766	0.2927	0.291997	0.0	21.54425	0.1708	0	0	0	0	0	0	0	0	0	0	0	0	
150509	150509	40.8493	40.8948	0.1435	0.2928	0.292719	0.0	21.4896	0.1351	0	0	0	0	0	0	0	0	0	0	0	0	
420414	420414	40.8104	40.8917	0.1650	0.2928	0.293993	0.0	21.4687	0.1649	0	0	0	0	0	0	0	0	0	0	0	0	
6249	6249	40.9119	40.8979	0.1426	0.29353	0.294713	0.0	21.57975	0.1437	0	0	0	0	0	0	0	0	0	0	0	0	
580270	580270	41.0698	40.9185	0.1246	0.2956	0.295015	0.0	21.7291	0.123	0	0	0	0	0	0	0	0	0	0	0	0	
19794	19794	41.1127	40.9161	0.1869	0.29567	0.296875	0.0	21.7708	0.1925	0	0	0	0	0	0	0	0	0	0	0	0	
13610	13610	40.8002	40.9260	0.1492	0.29683	0.297971	0.0	21.4449	0.1446	0	0	0	0	0	0	0	0	0	0	0	0	
420196	420196	41.3373	40.9423	0.1599	0.2988	0.300023	0.0	21.99485	0.16045	0	0	0	0	0	0	0	0	0	0	0	0	
570025	570025	40.7351	40.9454	0.1707	0.2988	0.299998	0.0	21.39335	0.16425	0	0	0	0	0	0	0	0	0	0	0	0	
6137	6137	41.0442	40.9437	0.1713	0.29888	0.299821	0.0	21.66705	0.1633	0	0	0	0	0	0	0	0	0	0	0	0	
14735	14735	40.8528	40.9480	0.1272	0.29936	0.300196	0.0	21.51975	0.1301	0	0	0	0	0	0	0	0	0	0	0	0	
120444	120444	41.0723	40.9511	0.1521	0.2996	0.300011	0.0	21.70345	0.1614	0	0	0	0	0	0	0	0	0	0	0	0	
170428	170428	41.0541	40.9565	0.1175	0.3001	0.300042	0.0	21.71085	0.11935	0	0	0	0	0	0	0	0	0	0	0	0	
5391	5391	40.9614	40.9560	0.1659	0.30021	0.300739	0.0	21.62535	0.16525	0	0	0	0	0	0	0	0	0	0	0	0	
20245	20245	40.7542	40.9558	0.1583	0.30041	0.301633	0.0	21.4204	0.15885	0	0	0	0	0	0	0	0	0	0	0	0	
350078	350078	41.2836	40.9620	0.1543	0.3006	0.299999	0.0	21.91835	0.1704	0	0	0	0	0	0	0	0	0	0	0	0	
350192	350192	40.9258	40.9685	0.1388	0.3012	0.300046	0.0	21.5859	0.13495	0	0	0	0	0	0	0	0	0	0	0	0	
570022	570022	41.1563	40.9674	0.1516	0.3018	0.303025	0.0	21.81235	0.1445	0	0	0	0	0	0	0	0	0	0	0	0	
6D4dh	120	41.0137	40.9686	0.1019	0.30191	0.302999	0.0	21.64245	0.0939	0	0	0	0	0	0	0	0	0	0	0	0	
460037	460037	40.9524	40.9762	0.1629	0.3026	0.302961	0.0	21.6135	0.15825	0	0	0	0	0	0	0	0	0	0	0	0	
150457	150457	41.0118	40.9835	0.1213	0.3032	0.302666	0.0	21.66825	0.11865	0	0	0	0	0	0	0	0	0	0	0	0	
7143	7143	41.2085	40.9818	0.1373	0.30354	0.304766	0.0	21.872	0.13765	0	0	0	0	0	0	0	0	0	0	0	0	
19818	19818	40.8325	40.9861	0.1368	0.30394	0.304775	0.0	21.49625	0.135	0	0	0	0	0	0	0	0	0	0	0	0	
350630	350630	40.9798	40.9989	0.1114	0.3051	0.304598	0.0	21.64295	0.1129	0	0	0	0	0	0	0	0	0	0	0	0	
350027	350027	41.0342	41.0024	0.1147	0.3055	0.304975	0.0	21.68485	0.12015	0	0	0	0	0	0	0	0	0	0	0	0	
440005	440005	41.0648	41.0009	0.1261	0.3056	0.305982	0.0	21.6995	0.13305	0	0	0	0	0	0	0	0	0	0	0	0	
12883	12883	40.7260	41.0000	0.2036	0.30569	0.306692	0.0	21.3803	0.19765	0	0	0	0	0	0	0	0	0	0	0	0	
15213	15213	41.1296	41.0065	0.1656	0.30632	0.306839	0.0	21.77705	0.16135	0	0	0	0	0	0	0	0	0	0	0	0	
340334	340334	41.2298	41.0105	0.1677	0.3065	0.305975	0.0	21.88165	0.1627	0	0	0	0	0	0	0	0	0	0	0	0	
560087	560087	41.0421	41.0085	0.1539	0.3068	0.308020	0.0	21.6875	0.1493	0	0	0	0	0	0	0	0	0	0	0	0	
520062	520062	41.2908	41.0215	0.1178	0.308	0.307956	0.0	21.95175	0.1182	0	0	0	0	0	0	0	0	0	0	0	0	
6699	6699	41.2055	41.0280	0.1623	0.30915	0.310259	0.0	21.83605	0.15525	0	0	0	0	0	0	0	0	0	0	0	0	
580104	580104	40.9288	41.0312	0.1485	0.3092	0.310004	0.0	21.58775	0.1462	0	0	0	0	0	0	0	0	0	0	0	0	
5844	5844	41.0988	41.0291	0.1787	0.30929	0.310440	0.0	21.72385	0.1693	0	0	0	0	0	0	0	0	0	0	0	0	
16211	16211	41.1483	41.0296	0.1949	0.30938	0.310609	0.0	21.8114	0.19685	0	0	0	0	0	0	0	0	0	0	0	0	
500100	500100	41.1662	41.0441	0.1454	0.3106	0.310012	0.0	21.81735	0.13845	0	0	0	0	0	0	0	0	0	0	0	0	
21042	21042	40.8137	41.0403	0.1639	0.31065	0.311682	0.0	21.45975	0.15795	0	0	0	0	0	0	0	0	0	0	0	0	
420	10	41.0859	41.0503	0.1089	0.3112	0.310038	0.0	21.7417	0.10825	0	0	0	0	0	0	0	0	0	0	0	0	
6649	6649	40.9861	41.0588	0.1481	0.31288	0.313731	0.0	21.63085	0.14295	0	0	0	0	0	0	0	0	0	0	0	0	
19632	19632	41.1686	41.0662	0.1523	0.31376	0.314512	0.0	21.8225	0.14945	0	0	0	0	0	0	0	0	0	0	0	0	
20142	20142	40.7148	41.0729	0.1430	0.31468	0.315685	0.0	21.3618	0.137	0	0	0	0	0	0	0	0	0	0	0	0	
530112	530112	41.2460	41.0763	0.1248	0.3148	0.315992	0.0	21.9041	0.12485	0	0	0	0	0	0	0	0	0	0	0	0	
15383	15383	41.1627	41.0754	0.1603	0.31494	0.315791	0.0	21.8201	0.1572	0	0	0	0	0	0	0	0	0	0	0	0	
110716	110716	41.2819	41.0842	0.1487	0.3156	0.315011	0.0	21.9342	0.1522	0	0	0	0	0	0	0	0	0	0	0	0	
15776	15776	41.0825	41.0823	0.1595	0.31582	0.316689	0.0	21.7168	0.15355	0	0	0	0	0	0	0	0	0	0	0	0	
100163	100163	41.1796	41.0997	0.1548	0.318	0.318814	0.0	21.8387	0.1521	0	0	0	0	0	0	0	0	0	0	0	0	
80646	199	41.1593	41.1026	0.1258	0.3185	0.319697	0.0	21.8116	0.12465	0	0	0	0	0	0	0	0	0	0	0	0	
550059	550059	41.4351	41.1050	0.1897	0.3188	0.320023	0.0	22.0816	0.21085	0	0	0	0	0	0	0	0	0	0	0	0	
310188	310188	41.2583	41.1092	0.1407	0.3192	0.320019	0.0	21.9169	0.137	0	0	0	0	0	0	0	0	0	0	0	0	
440509	440509	41.0136	41.1092	0.1619	0.3192	0.320022	0.0	21.66595	0.15665	0	0	0	0	0	0	0	0	0	0	0	0	
7475	7475	41.0908	41.1181	0.1428	0.32045	0.321626	0.0	21.6956	0.1358	0	0	0	0	0	0	0	0	0	0	0	0	
170078	170078	41.3683	41.1248	0.1590	0.3207	0.320025	0.0	22.0192	0.15495	0	0	0	0	0	0	0	0	0	0	0	0	
330128	330128	41.0597	41.1250	0.1270	0.3212	0.321997	0.0	21.71485	0.1245	0	0	0	0	0	0	0	0	0	0	0	0	
120085	120085	40.9066	41.1346	0.1337	0.3218	0.320635	0.0	21.54775	0.14025	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ab	64	41.1305	41.1530	0.1029	0.32416	0.322995	0.0	21.79365	0.10225	0	0	0	0	0	0	0	0	0	0	0	0	
50291	192	41.3094	41.1590	0.1379	0.3253	0.325262	0.0	21.96765	0.14105	0	0	0	0	0	0	0	0	0	0	0	0	
500301	500301	41.2907	41.1607	0.1289	0.3254	0.325016	0.0	21.91925	0.1384	0	0	0	0	0	0	0	0	0	0	0	0	
18617	18617	41.2507	41.1589	0.1856	0.32569	0.326919	0.0	21.9051	0.1809	0	0	0	0	0	0	0	0	0	0	0	0	
6924	6924	41.0209	41.1644	0.1529	0.3264	0.327608	0.0	21.6733	0.1464	0	0	0	0	0	0	0	0	0	0	0	0	
14456	14456	41.1465	41.1762	0.1405	0.32793	0.329157	0.0	21.80515	0.13855	0	0	0	0	0	0	0	0	0	0	0	0	
50303	194	41.3427	41.1822	0.1745	0.3283	0.328229	0.0	21.97245	0.18155	0	0	0	0	0	0	0	0	0	0	0	0	
430003	430003	41.0169	41.1829	0.1646	0.3288	0.329987	0.0	21.6655	0.17245	0	0	0	0	0	0	0	0	0	0	0	0	
530219	530219	41.4895	41.1829	0.1687	0.3288	0.330025	0.0	22.1329	0.16575	0	0	0	0	0	0	0	0	0	0	0	0	
13934	13934	41.5677	41.1868	0.2173	0.32931	0.330531	0.0	22.21015	0.20955	0	0	0	0	0	0	0	0	0	0	0	0	
540163	540163	41.3355	41.1908	0.1140	0.3297	0.330511	0.0	21.9869	0.11895	0	0	0	0	0	0	0	0	0	0	0	0	
13830	13830	40.9877	41.1908	0.1456	0.32984	0.331065	0.0	21.65335	0.14295	0	0	0	0	0	0	0	0	0	0	0	0	
120369	120369	41.3495	41.1996	0.1179	0.3302	0.329032	0.0	21.9984	0.1153	0	0	0	0	0	0	0	0	0	0	0	0	
4241	4241	41.2805	41.1963	0.1627	0.33051	0.331628	0.0	21.9321	0.1589	0	0	0	0	0	0	0	0	0	0	0	0	
370394	370394	41.1195	41.2013	0.1620	0.3306	0.330000	0.0	21.7726	0.15595	0	0	0	0	0	0	0	0	0	0	0	0	
480184	480184	41.3448	41.1997	0.1492	0.3306	0.330002	0.0	21.98705	0.15615	0	0	0	0	0	0	0	0	0	0	0	0	
4679	4679	41.1577	41.2005	0.1460	0.33103	0.332056	0.0	21.82885	0.1481	0	0	0	0	0	0	0	0	0	0	0	0	
370344	370344	41.1703	41.2073	0.1146	0.3312	0.330036	0.0	21.831	0.11675	0	0	0	0	0	0	0	0	0	0	0	0	
3D1fc	124	41.1183	41.2023	0.1054	0.3312	0.332002	0.0	21.7829	0.10685	0	0	0	0	0	0	0	0	0	0	0	0	
580235	580235	41.1132	41.2073	0.1386	0.3312	0.330038	0.0	21.7689	0.1401	0	0	0	0	0	0	0	0	0	0	0	0	
20106	20106	41.3894	41.2025	0.1981	0.33136	0.332589	0.0	22.03	0.19055	0	0	0	0	0	0	0	0	0	0	0	0	
470041	470041	41.0970	41.2089	0.1204	0.3316	0.331006	0.0	21.7581	0.12005	0	0	0	0	0	0	0	0	0	0	0	0	
130862	130862	41.3966	41.2174	0.1475	0.3327	0.332020	0.0	22.0508	0.14375	0	0	0	0	0	0	0	0	0	0	0	0	
16093	16093	41.2816	41.2254	0.1641	0.33439	0.335620	0.0	21.9349	0.1592	0	0	0	0	0	0	0	0	0	0	0	0	
500511	500511	41.0853	41.2326	0.1093	0.3347	0.334019	0.0	21.74575	0.1129	0	0	0	0	0	0	0	0	0	0	0	0	
40782	19	41.1022	41.2513	0.1376	0.3374	0.337329	0.0	21.74045	0.14605	0	0	0	0	0	0	0	0	0	0	0	0	
4D3kr	159	41.2515	41.2521	0.1049	0.3374	0.337001	0.0	21.9137	0.10655	0	0	0	0	0	0	0	0	0	0	0	0	
470015	470015	41.2279	41.2517	0.1522	0.3376	0.337964	0.0	21.8791	0.16625	0	0	0	0	0	0	0	0	0	0	0	0	
380318	380318	41.2540	41.2578	0.1513	0.3379	0.336740	0.0	21.91315	0.151	0	0	0	0	0	0	0	0	0	0	0	0	
580276	580276	41.2301	41.2592	0.1408	0.3386	0.338974	0.0	21.88335	0.13905	0	0	0	0	0	0	0	0	0	0	0	0	
2533	2533	41.1383	41.2594	0.1688	0.3388	0.339694	0.0	21.7897	0.1618	0	0	0	0	0	0	0	0	0	0	0	0	
4D3nh	43	41.2849	41.2744	0.1027	0.34039	0.340003	0.0	21.9463	0.10555	0	0	0	0	0	0	0	0	0	0	0	0	
320258	320258	41.2329	41.2774	0.1485	0.3412	0.342026	0.0	21.88785	0.1485	0	0	0	0	0	0	0	0	0	0	0	0	
490521	490521	41.2419	41.2824	0.1562	0.3412	0.340044	0.0	21.88605	0.16925	0	0	0	0	0	0	0	0	0	0	0	0	
470110	470110	41.2973	41.3109	0.1627	0.3456	0.346000	0.0	21.9593	0.1626	0	0	0	0	0	0	0	0	0	0	0	0	
3D1bp	122	41.4539	41.3143	0.1109	0.34621	0.347006	0.0	22.11525	0.111	0	0	0	0	0	0	0	0	0	0	0	0	
50301	25	41.1542	41.3222	0.1335	0.347	0.346966	0.0	21.7912	0.14045	0	0	0	0	0	0	0	0	0	0	0	0	
310090	310090	41.5761	41.3213	0.2492	0.3473	0.348525	0.0	22.23255	0.2533	0	0	0	0	0	0	0	0	0	0	0	0	
160198	160198	41.3305	41.3369	0.1232	0.349	0.348933	0.0	21.98165	0.1223	0	0	0	0	0	0	0	0	0	0	0	0	
330089	330089	41.4589	41.3347	0.1299	0.349	0.349804	0.0	22.1162	0.13315	0	0	0	0	0	0	0	0	0	0	0	0	
380279	380279	41.3745	41.3390	0.1389	0.3491	0.347942	0.0	22.02925	0.13805	0	0	0	0	0	0	0	0	0	0	0	0	
4D2mc	152	41.0992	41.3409	0.1100	0.34916	0.347996	0.0	21.74	0.12	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ie	74	41.4812	41.3409	0.1132	0.34916	0.347998	0.0	22.14445	0.11065	0	0	0	0	0	0	0	0	0	0	0	0	
70955	29	41.1938	41.3384	0.1143	0.3492	0.349124	0.0	21.8575	0.11575	0	0	0	0	0	0	0	0	0	0	0	0	
196	176	41.3023	41.3491	0.1056	0.3503	0.349139	0.0	21.9623	0.10725	0	0	0	0	0	0	0	0	0	0	0	0	
50296	193	41.3413	41.3507	0.1285	0.3509	0.350850	0.0	22.00245	0.1283	0	0	0	0	0	0	0	0	0	0	0	0	
5D2hc	73	41.5745	41.3554	0.1076	0.35116	0.349997	0.0	22.2272	0.1136	0	0	0	0	0	0	0	0	0	0	0	0	
120400	120400	41.4119	41.3556	0.1170	0.3512	0.350043	0.0	22.05965	0.1158	0	0	0	0	0	0	0	0	0	0	0	0	
19067	19067	41.1690	41.3661	0.1583	0.35346	0.354598	0.0	21.81675	0.1515	0	0	0	0	0	0	0	0	0	0	0	0	
160197	160197	41.4860	41.3702	0.1430	0.3536	0.353517	0.0	22.1458	0.14555	0	0	0	0	0	0	0	0	0	0	0	0	
5D2mp	75	41.5785	41.3819	0.1088	0.35486	0.353700	0.0	22.23665	0.113	0	0	0	0	0	0	0	0	0	0	0	0	
3D3bl	7	41.4494	41.3859	0.1143	0.35568	0.355297	0.0	22.05915	0.12645	0	0	0	0	0	0	0	0	0	0	0	0	
4D2fs	29	41.3142	41.4055	0.1100	0.35816	0.356996	0.0	21.95965	0.1186	0	0	0	0	0	0	0	0	0	0	0	0	
4D3fk	37	41.3307	41.4037	0.1047	0.35819	0.357796	0.0	21.9694	0.11425	0	0	0	0	0	0	0	0	0	0	0	0	
160070	160070	41.5361	41.4086	0.1347	0.359	0.358942	0.0	22.19585	0.1342	0	0	0	0	0	0	0	0	0	0	0	0	
160126	160126	41.2119	41.4169	0.1595	0.36	0.359463	0.0	21.8702	0.1604	0	0	0	0	0	0	0	0	0	0	0	0	
50293	24	41.2668	41.4156	0.1320	0.36	0.359960	0.0	21.92755	0.1335	0	0	0	0	0	0	0	0	0	0	0	0	
470244	470244	41.5163	41.4213	0.1461	0.3606	0.360001	0.0	22.1621	0.14215	0	0	0	0	0	0	0	0	0	0	0	0	
420417	420417	41.2494	41.4250	0.2043	0.3618	0.362989	0.0	21.9082	0.2036	0	0	0	0	0	0	0	0	0	0	0	0	
4577	4577	41.5253	41.4272	0.1733	0.36193	0.362713	0.0	22.1744	0.1645	0	0	0	0	0	0	0	0	0	0	0	0	
560121	560121	41.5520	41.4500	0.1374	0.3652	0.366003	0.0	22.2065	0.1423	0	0	0	0	0	0	0	0	0	0	0	0	
100358	100358	41.2299	41.4587	0.1740	0.3666	0.367826	0.0	21.88675	0.1841	0	0	0	0	0	0	0	0	0	0	0	0	
190209	190209	41.3495	41.4608	0.1245	0.3669	0.368089	0.0	22.0067	0.1243	0	0	0	0	0	0	0	0	0	0	0	0	
350083	350083	41.3302	41.4703	0.1224	0.3676	0.367012	0.0	21.9904	0.12345	0	0	0	0	0	0	0	0	0	0	0	0	
4D1hd	136	41.5874	41.4708	0.1039	0.3682	0.369001	0.0	22.24455	0.1019	0	0	0	0	0	0	0	0	0	0	0	0	
15704	15704	41.6555	41.4800	0.1508	0.36952	0.370275	0.0	22.26255	0.14325	0	0	0	0	0	0	0	0	0	0	0	0	
18091	18091	41.4343	41.4810	0.1657	0.36976	0.370763	0.0	22.04745	0.1558	0	0	0	0	0	0	0	0	0	0	0	0	
510578	510578	41.4557	41.4861	0.1400	0.3701	0.370013	0.0	22.10035	0.1358	0	0	0	0	0	0	0	0	0	0	0	0	
4D2cf	28	41.4772	41.4894	0.1168	0.37016	0.368994	0.0	22.1401	0.1211	0	0	0	0	0	0	0	0	0	0	0	0	
5D3jr	86	41.3970	41.4889	0.1051	0.37039	0.370003	0.0	22.04575	0.11295	0	0	0	0	0	0	0	0	0	0	0	0	
390471	390471	41.1611	41.4888	0.1161	0.3704	0.370012	0.0	21.7944	0.11375	0	0	0	0	0	0	0	0	0	0	0	0	
13136	13136	41.8280	41.4855	0.1724	0.37046	0.371627	0.0	22.46065	0.1636	0	0	0	0	0	0	0	0	0	0	0	0	
5D4bm	216	41.4882	41.4887	0.1043	0.37091	0.372001	0.0	22.15255	0.1043	0	0	0	0	0	0	0	0	0	0	0	0	
199	7	41.4779	41.4965	0.1066	0.3712	0.370032	0.0	22.12745	0.10645	0	0	0	0	0	0	0	0	0	0	0	0	
320469	320469	41.4803	41.4914	0.2424	0.3712	0.372031	0.0	22.13805	0.26375	0	0	0	0	0	0	0	0	0	0	0	0	
3D3ay	6	41.6234	41.4951	0.1249	0.37129	0.370894	0.0	22.28785	0.1245	0	0	0	0	0	0	0	0	0	0	0	0	
5D4fo	223	41.5373	41.4956	0.1069	0.37191	0.373003	0.0	22.20135	0.10745	0	0	0	0	0	0	0	0	0	0	0	0	
5D4cw	218	41.4739	41.5092	0.1083	0.37391	0.374998	0.0	22.11185	0.1039	0	0	0	0	0	0	0	0	0	0	0	0	
16232	16232	41.6677	41.5117	0.0945	0.37425	0.375320	0.0	22.3047	0.0854	0	0	0	0	0	0	0	0	0	0	0	0	
590031	590031	41.5672	41.5438	0.1485	0.3782	0.377044	0.0	22.21555	0.1463	0	0	0	0	0	0	0	0	0	0	0	0	
7779	7779	41.5200	41.5498	0.1493	0.37986	0.380829	0.0	22.13745	0.1395	0	0	0	0	0	0	0	0	0	0	0	0	
320099	320099	41.5230	41.5526	0.1295	0.3802	0.381009	0.0	22.18215	0.1306	0	0	0	0	0	0	0	0	0	0	0	0	
500057	500057	41.5165	41.5569	0.1352	0.3804	0.380022	0.0	22.1535	0.1307	0	0	0	0	0	0	0	0	0	0	0	0	
15456	15456	41.3970	41.5535	0.1580	0.38048	0.381657	0.0	22.03255	0.1506	0	0	0	0	0	0	0	0	0	0	0	0	
110425	110425	41.5465	41.5588	0.1352	0.3806	0.379996	0.0	22.2063	0.1382	0	0	0	0	0	0	0	0	0	0	0	0	
11	2	41.8708	41.5643	0.1334	0.3812	0.380039	0.0	22.52675	0.14085	0	0	0	0	0	0	0	0	0	0	0	0	
40150	186	41.6579	41.5647	0.1429	0.3815	0.380964	0.0	22.31495	0.143	0	0	0	0	0	0	0	0	0	0	0	0	
580275	580275	41.5320	41.5697	0.1892	0.3826	0.382964	0.0	22.18595	0.1824	0	0	0	0	0	0	0	0	0	0	0	0	
14397	14397	41.7897	41.5831	0.1605	0.38492	0.386084	0.0	22.40575	0.14945	0	0	0	0	0	0	0	0	0	0	0	0	
360139	360139	41.6197	41.5931	0.1235	0.3857	0.385022	0.0	22.28245	0.126	0	0	0	0	0	0	0	0	0	0	0	0	
50251	23	41.7270	41.6048	0.1567	0.3876	0.387223	0.0	22.3891	0.15885	0	0	0	0	0	0	0	0	0	0	0	0	
550218	550218	41.6487	41.6021	0.1870	0.3878	0.388988	0.0	22.2944	0.18525	0	0	0	0	0	0	0	0	0	0	0	0	
420352	420352	41.4711	41.6122	0.1449	0.3892	0.390023	0.0	22.11805	0.14095	0	0	0	0	0	0	0	0	0	0	0	0	
120086	120086	41.5420	41.6371	0.1502	0.3922	0.391033	0.0	22.18855	0.1588	0	0	0	0	0	0	0	0	0	0	0	0	
5D4ff	222	41.5985	41.6875	0.1089	0.40091	0.401997	0.0	22.2601	0.1151	0	0	0	0	0	0	0	0	0	0	0	0	
18721	18721	41.6801	41.6896	0.1756	0.40127	0.402456	0.0	22.30585	0.1602	0	0	0	0	0	0	0	0	0	0	0	0	
19757	19757	41.5289	41.6895	0.1466	0.40128	0.402511	0.0	22.165	0.1348	0	0	0	0	0	0	0	0	0	0	0	0	
110734	110734	41.5971	41.6981	0.1510	0.4019	0.401317	0.0	22.2536	0.149	0	0	0	0	0	0	0	0	0	0	0	0	
6D3ed	112	41.7819	41.7135	0.1060	0.40439	0.404000	0.0	22.44625	0.1075	0	0	0	0	0	0	0	0	0	0	0	0	
350050	350050	41.4667	41.7145	0.1524	0.4045	0.403983	0.0	22.12805	0.15365	0	0	0	0	0	0	0	0	0	0	0	0	
5D4dt	99	41.9022	41.7193	0.1078	0.40591	0.406998	0.0	22.564	0.11045	0	0	0	0	0	0	0	0	0	0	0	0	
450339	450339	41.8183	41.7432	0.1927	0.4096	0.410407	0.0	22.48095	0.19045	0	0	0	0	0	0	0	0	0	0	0	0	
20090	183	41.8056	41.7476	0.2075	0.4098	0.409404	0.0	22.4668	0.20545	0	0	0	0	0	0	0	0	0	0	0	0	
6D4cq	239	41.7882	41.7444	0.1055	0.40991	0.411001	0.0	22.451	0.10895	0	0	0	0	0	0	0	0	0	0	0	0	
520071	520071	41.9522	41.7575	0.1281	0.4114	0.411029	0.0	22.6089	0.1289	0	0	0	0	0	0	0	0	0	0	0	0	
530251	530251	41.9274	41.7560	0.1466	0.4118	0.412998	0.0	22.5817	0.15385	0	0	0	0	0	0	0	0	0	0	0	0	
4D2fp	148	41.8515	41.7891	0.1148	0.41616	0.415000	0.0	22.5154	0.11755	0	0	0	0	0	0	0	0	0	0	0	0	
5D2dw	190	41.7225	41.8015	0.1095	0.41816	0.417000	0.0	22.38625	0.1152	0	0	0	0	0	0	0	0	0	0	0	0	
5D3cf	78	41.9331	41.8071	0.1138	0.4194	0.419000	0.0	22.59095	0.12095	0	0	0	0	0	0	0	0	0	0	0	0	
440162	440162	41.8110	41.8054	0.1525	0.4198	0.421021	0.0	22.4583	0.14905	0	0	0	0	0	0	0	0	0	0	0	0	
550137	550137	41.5029	41.8055	0.1476	0.4198	0.420996	0.0	22.16135	0.152	0	0	0	0	0	0	0	0	0	0	0	0	
110430	110430	41.8154	41.8150	0.1606	0.4206	0.420000	0.0	22.47585	0.16245	0	0	0	0	0	0	0	0	0	0	0	0	
550202	550202	41.8693	41.8115	0.2325	0.4208	0.422023	0.0	22.49015	0.2331	0	0	0	0	0	0	0	0	0	0	0	0	
4D4gg	48	41.7132	41.8247	0.1071	0.42291	0.424003	0.0	22.35675	0.1192	0	0	0	0	0	0	0	0	0	0	0	0	
490037	490037	41.7373	41.8317	0.1458	0.4231	0.421934	0.0	22.37855	0.1425	0	0	0	0	0	0	0	0	0	0	0	0	
160200	160200	41.9493	41.8313	0.2522	0.4235	0.423431	0.0	22.599	0.2655	0	0	0	0	0	0	0	0	0	0	0	0	
110542	110542	41.9580	41.8521	0.1532	0.4267	0.426110	0.0	22.6189	0.15295	0	0	0	0	0	0	0	0	0	0	0	0	
50003	189	41.8974	41.8519	0.1641	0.4269	0.426832	0.0	22.5594	0.1627	0	0	0	0	0	0	0	0	0	0	0	0	
